NAME,CAS-RN,DATE
Juniperus ashei pollen,,1941.299
Juniperus virginiana pollen,,1941.299
Xanthium strumarium var. canadense pollen,,1965.003
Populus deltoides pollen,,1941.299
Populus fremontii pollen,,1965.003
Populus deltoides subsp. monilifera pollen,,1965.003
Cupressus arizonica pollen,,1941.299
Taxodium distichum pollen,,1941.299
Eupatorium capillifolium pollen,,1941.299
Ulmus crassifolia pollen,,1965.003
Eucalyptus globulus pollen,,1941.299
Solidago canadensis pollen,,1941.299
Celtis occidentalis pollen,,1941.299
Juniperus californica pollen,,1965.003
Robinia pseudoacacia pollen,,1965.003
Acer rubrum pollen,,1941.299
Melaleuca quinquenervia pollen,,1941.299
Chenopodium ambrosioides pollen,,1965.003
Morus alba pollen,,1941.299
Quercus rubra pollen,,1941.299
Syagrus romanzoffiana pollen,,1941.299
Schinus molle pollen,,1941.299
Amaranthus spinosus pollen,,1965.003
Casuarina equisetifolia pollen,,1965.003
Pinus strobus pollen,,1965.003
Pinus echinata pollen,,1965.003
Ligustrum vulgare pollen,,1941.299
Elymus repens pollen,,1965.003
Ambrosia tenuifolia pollen,,1965.003
Ambrosia bidentata pollen,,1965.003
Artemisia frigida pollen,,1965.003
Distichlis spicata pollen,,1965.003
Liquidambar styraciflua pollen,,1941.299
Juglans regia pollen,,1965.003
Amaranthus tuberculatus pollen,,1965.003
Triticum aestivum pollen,,1965.003
Felis catus hair,,1986.833
Almond,,1941.299
Apple,,1941.299
Apricot,,1967.934
Asparagus,,1972.661
Avocado,,1967.934
Banana,,1941.299
Barley,,1967.934
String bean,,1941.299
Beef,,1941.299
Brazil nut,,1941.299
Broccoli,,1972.661
Buckwheat,,1972.661
Cabbage,,1972.661
Cantaloupe,,1941.299
Carrot,,1941.299
Casein,9000-71-9,1941.299
Celery,,1941.299
Cherry,,1972.661
Chicken,,1972.661
Cinnamon,,1972.661
Coconut,,1972.661
Coffee bean,,1972.661
Red king crab,,1998.148
Cucumber,,1972.661
Egg white,9006-50-2,1941.299
Egg,,1972.661
Egg yolk,,1941.299
Flounder,,1965.003
Garlic,8008-99-9,1972.661
Grape,,1998.148
Grapefruit,,1965.003
Karaya gum,9000-36-6,1965.003
Honeydew melon,,1972.661
Lamb,,1972.661
Lemon,,1972.661
Lettuce,,1972.661
Lima bean,,1972.661
Lobster,,1941.299
Goat milk,,1972.661
Cow milk,8049-98-7,1941.299
Cultivated mushroom,,1972.661
Mustard seed,,1972.661
Oat,,1952.0
Black olive,,1972.661
Onion,,1972.661
Orange,,1941.299
Oyster,,1972.661
Pea,,1941.299
Peach,,1941.299
Peanut,,1941.299
Pear,,1972.661
Pecan,,1941.299
Green bell pepper,,1972.661
Black pepper,,1972.661
Pineapple,,1972.661
Pistachio,,1972.661
Plum,,1972.661
Pork,,1941.299
Potato,,1941.299
Rice,,1941.299
Rye,,1941.299
Sesame seed,,1972.661
Shrimp,,1941.299
Soybean,,1941.299
Spinach,,1972.661
Squash,,1972.661
Strawberry,,1941.299
Corn,,1941.299
Tomato,,1941.299
Tuna,,1941.299
Turkey,,1972.661
Vanilla,,1972.661
English walnut,,1972.661
Watermelon,,1972.661
Wheat,,1972.661
Tea leaf,,1972.661
Khuskia oryzae,,1965.003
Artemisia annua pollen,,1965.003
Clostridium tetani toxoid antigen (formaldehyde inactivated),,1970.57
Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),308079-75-6,1926.0
"Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (UV, formaldehyde inactivated)",,2012.552
"Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (UV, formaldehyde inactivated)",,2015.499
"Influenza B virus B/Brisbane/60/2008 antigen (UV, formaldehyde inactivated)",,2011.499
"Influenza B virus B/Phuket/3073/2013 antigen (UV, formaldehyde inactivated)",,2015.499
Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated),,2011.537
Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) antigen (propiolactone inactivated),,2011.537
Influenza B virus B/Phuket/3073/2013 antigen (propiolactone inactivated),,2011.537
Meriones unguiculatus skin,,1972.661
Capra hircus skin,,1972.661
Mesocricetus auratus skin,,1967.934
Sus scrofa skin,,1967.934
Oryctolagus cuniculus skin,,1967.934
Rattus norvegicus skin,,1972.661
Bombyx mori fiber,,1967.934
Duck,,1972.661
Veal,,1972.661
Bluefish,,1972.661
Common carp,,1972.661
Haddock,,1972.661
Pacific halibut,,1965.003
Herring,,1972.661
Mackerel,,1972.661
Northern pike,,1972.661
Red snapper,,1972.661
Atlantic salmon,,1972.661
European pilchard,,1972.661
Scallop,,1972.661
Smelt,,1972.661
Swordfish,,1972.661
Trout,,1972.661
White fish,,1972.661
Blackberry,,1972.661
Blueberry,,1972.661
Sour cherry,,1972.661
Cranberry,,1972.661
Date,,1972.661
Fig,,1972.661
Wine grape,,1972.661
Lime (citrus),,1972.661
Raspberry,,1972.661
Tangerine,,1972.661
Artichoke,,1972.661
Kidney bean,,1972.661
Beet,,1972.661
Kiwi fruit,,1972.661
Brussels sprout,,1972.661
Cauliflower,,1972.661
Eggplant,,1972.661
Lentil,,1972.661
Green olive,,1972.661
Parsley,,1972.661
Sweet potato,,1972.661
Raphanus sativus,,1972.661
Rhubarb,8016-55-5,1952.0
Turnip,,1972.661
Cashew,,1941.299
Hazelnut,,1941.299
Macadamia nut,,1972.661
Nectarine,,1972.661
Mango,,1972.661
Papaya,,1972.661
Leek,,1972.661
Okra,,1972.661
Parsnip,,1972.661
Chickpea,,1972.661
Black-eyed pea,,1972.661
Watercress,,1972.661
Arabica coffee bean,,1972.661
Tragacanth,9000-65-1,1972.661
Allspice,,1972.661
Laurus nobilis,,1972.661
Caraway seed,,1972.661
Clove,84961-50-2,1972.661
Dill,,1972.661
Horseradish,,1972.661
Licorice,,1972.661
Nutmeg,,1972.661
Oregano,,1972.661
Paprika,,1972.661
White pepper,,1972.661
Poppy seed,,1972.661
Spearmint,,1972.661
Wheat bran,,1972.661
American chestnut,,1972.661
Hops,,1972.661
Musca domestica,,1967.934
Ctenocephalides canis,,1972.661
Aedes taeniorhynchus,,1967.934
Ctenocephalides felis,,1972.661
Aspergillus flavus,,1972.661
Eurotium herbariorum,,1967.934
Trichothecium roseum,,1967.934
Curvularia inaequalis,,1965.003
Fusarium compactum,,1972.661
Geotrichum candidum,,1967.934
Phoma glomerata,,1972.661
Rhodotorula mucilaginosa,,1965.003
Stemphylium sarciniforme,,1967.934
Trichoderma harzianum,,1972.661
Ustilago avenae,,1972.661
Tilletia caries,,1972.661
Puccinia graminis,,1967.934
Cotton,,1965.003
Flax seed,,1967.934
Tobacco leaf,8037-19-2,1972.661
Corcorus capsularis fiber,,1972.661
Agave sisalana fiber,,1972.661
Poa compressa pollen,,1972.661
Phalaris arundinacea pollen,,1972.661
Bouteloua gracilis pollen,,1967.934
Urochloa mutica pollen,,1972.661
Secale cereale pollen,,1972.661
Leymus condensatus pollen,,1972.661
Pascopyrum smithii pollen,,1967.934
Acacia baileyana pollen,,1972.661
Alnus rubra pollen,,1941.299
Alnus rhombifolia pollen,,1965.003
Fraxinus latifolia pollen,,1972.661
Betula populifolia pollen,,1967.934
Tamarix gallica pollen,,1972.661
Juniperus monosperma pollen,,1967.934
Juniperus pinchotii pollen,,1967.934
Juniperus scopulorum pollen,,1967.934
Juniperus osteosperma pollen,,1972.661
Juniperus occidentalis pollen,,1972.661
Tilia americana pollen,,1941.299
Mangifera indica pollen,,1972.661
Acer macrophyllum pollen,,1972.661
Acer saccharinum pollen,,1965.003
Broussonetia papyrifera pollen,,1967.934
Quercus velutina pollen,,1967.934
Quercus macrocarpa pollen,,1967.934
Quercus kelloggii pollen,,1972.661
Quercus gambelii pollen,,1972.661
Quercus lobata pollen,,1972.661
Quercus nigra pollen,,1967.934
Citrus sinensis pollen,,1972.661
Pinus taeda pollen,,1967.934
Pinus palustris pollen,,1972.661
Pinus ponderosa pollen,,1941.299
Pinus elliottii pollen,,1972.661
Pinus virginiana pollen,,1972.661
Pinus monticola pollen,,1972.661
Populus nigra pollen,,1967.934
Elaeagnus angustifolia pollen,,1941.299
Salix lasiolepis pollen,,1972.661
Salix discolor pollen,,1967.934
Populus balsamifera subsp. trichocarpa pollen,,1972.661
Taraxacum officinale pollen,,1965.003
Atriplex polycarpa pollen,,1972.661
Baccharis halimifolia pollen,,1967.934
Hymenoclea salsola pollen,,1972.661
Allenrolfea occidentalis pollen,,1972.661
Atriplex lentiformis pollen,,1965.003
Artemisia douglasiana pollen,,1972.661
Artemisia ludoviciana pollen,,1967.934
Urtica dioica pollen,,1941.299
Iva axillaris pollen,,1941.299
Ambrosia deltoidea pollen,,1972.661
Sarcobatus vermiculatus pollen,,1967.934
Atriplex canescens pollen,,1941.299
Artemisia absinthium pollen,,1967.934
Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),,2009.244
Foreskin fibroblast (neonatal),,2012.205
Bovine type I collagen,9050-08-2,2012.205
Foreskin keratinocyte (neonatal),,2012.205
Influenza A virus A/California/7/2009 (H1N1) recombinant hemagglutinin antigen,,2013.088
Influenza A virus A/Victoria/361/2011 (H3N2) recombinant hemagglutinin antigen,,2013.088
Influenza B virus B/Wisconsin/1/2010 recombinant hemagglutinin antigen,,2013.088
Influenza A virus A/Texas/50/2012 (H3N2) recombinant hemagglutinin antigen,,2013.836
Influenza B virus B/Massachusetts/2/2012 recombinant hemagglutinin antigen,,2013.836
Influenza A virus A/Switzerland/9715293/2013 (H3N2) recombinant hemagglutinin antigen,,2015.6
Influenza B virus B/Phuket/3073/2013 recombinant hemagglutinin antigen,,2015.6
Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (propiolactone inactivated),,2011.537
Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) antigen (propiolactone inactivated),,2007.003
Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (propiolactone inactivated),,2011.537
Neisseria meningitidis serogroup b nhba fusion protein antigen,,2014.156
Neisseria meningitidis serogroup b fhbp fusion protein antigen,,2014.156
Neisseria meningitidis serogroup b nada protein antigen,,2014.156
Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle,,2014.156
Bordetella pertussis toxoid antigen (glutaraldehyde inactivated),,2002.367
Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),,1992.637
Bordetella pertussis pertactin antigen,,1997.063
Bordetella pertussis fimbriae 2/3 antigen,,1997.063
Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (formaldehyde inactivated),,2010.559
Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (formaldehyde inactivated),,2015.485
Influenza B virus B/Phuket/3073/2013 antigen (formaldehyde inactivated),,2015.485
Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated),,2009.499
Poliovirus type 1 antigen (formaldehyde inactivated),,1985.0
Poliovirus type 2 antigen (formaldehyde inactivated),,1985.0
Poliovirus type 3 antigen (formaldehyde inactivated),,1985.0
Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen,,2005.038
Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen,,2005.038
Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen,,2005.038
Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen,,2005.038
Influenza A virus A/California/7/2009(H1N1)-like antigen (formaldehyde inactivated),,2009.707
Typhoid Vi polysaccharide vaccine,,1994.91
Bacillus calmette-guerin substrain connaught live antigen,,1962.0
Yellow fever vaccine,,1953.389
Fusarium oxysporum,,1974.225
Candida tropicalis,,1974.225
Mucor racemosus,,1941.299
Penicillium camemberti,,1974.225
Penicillium expansum,,1941.299
Penicillium italicum,,1974.225
Penicillium roqueforti,,1974.225
Phoma destructiva,,1967.934
Rhizopus stolonifer,,1941.299
Fraxinus pennsylvanica pollen,,1967.934
Atriplex confertifolia pollen,,1967.934
Passalora fulva,,1967.934
Cochliobolus spicifer,,1941.299
Myrothecium verrucaria,,1967.934
Hypomyces perniciosus,,1974.225
Neurospora crassa,,1967.934
Paecilomyces variotii,,1967.934
Microascus brevicaulis,,1967.934
Colletotrichum coccodes,,1974.225
Pleospora herbarum,,1974.225
Streptomyces griseus,,1967.934
Trichoderma viride,,1967.934
Trichophyton schoenleinii,,1967.934
Basil,,1972.661
Mung bean,,1974.225
Betula papyrifera pollen,,1941.299
Betula occidentalis pollen,,1974.195
Betula alleghaniensis pollen,,1974.225
Ustilago cynodontis,,1967.934
Ustilago nuda hordei,,1974.195
Bromus secalinus pollen,,1967.934
Beta vulgaris pollen,,1967.934
Chenopodium botrys pollen,,1974.225
Mycocladus corymbiferus,,1974.225
Acrothecium robustum,,1967.934
Humicola grisea,,1974.225
Microsporum audouinii,,1967.934
Microsporum canis,,1967.934
Apiospora montagnei,,1967.934
Phycomyces blakesleeanus,,1967.934
Sporotrichum pruinosum,,1967.934
Stachybotrys chartarum,,1967.934
Syncephalastrum racemosum,,1967.934
Tetracoccosporium paxianum,,1967.934
Verticillium albo-atrum,,1967.934
White catfish,,1974.225
Carob,,1974.225
Sweet cherry,,1974.225
Opilio crab,,2011.556
Bos taurus hair,,1967.934
Serinus canaria feather,,1974.225
Melilotus albus pollen,,1967.934
Melilotus officinalis pollen,,1974.225
Typha latifolia pollen,,1974.225
Atlantic cod,,1974.225
Red currant,,1974.225
Cumin,,1974.225
Cladosporium herbarum,,1974.195
Acheta domesticus,,1974.225
Canis lupus familiaris hair,,1941.299
Odocoileus virginianus hair,,1974.225
Grain mill dust,,1974.225
Epidermophyton floccosum,,1941.299
Ambrosia dumosa pollen,,1974.195
Ambrosia confertiflora pollen,,1974.225
Sporisorium cruentum,,1967.934
Goose,,1974.225
Concord grape,,1972.661
Capra hircus hair,,1974.225
Cavia porcellus hair,,1941.299
Arrhenatherum elatius pollen,,1967.934
Equus caballus hair,,1967.934
Sus scrofa hair,,1967.934
Carya cordiformis pollen,,1974.225
Carya glabra pollen,,1967.934
Millet seed,,1974.225
Mustard greens,,1974.225
Quercus muehlenbergii pollen,,1974.225
Quercus palustris pollen,,1974.225
Quercus stellata pollen,,1967.934
Quercus garryana pollen,,1974.225
Red bell pepper,,1972.661
Perch,,1972.661
Pumpkin,,1972.661
Melopsittacus undulatus feather,,1974.225
Pinus contorta pollen,,1941.299
Pinus sylvestris pollen,,1967.934
Pinus rigida pollen,,1974.225
Capsicum,,1949.0
Oryctolagus cuniculus hair,,1967.934
Sequoia sempervirens pollen,,1974.225
Rumex obtusifolius pollen,,1974.225
Rumex altissimus pollen,,1974.225
Rumex salicifolius var. mexicanus pollen,,1974.225
Sitotroga cerealella,,1974.225
English sole,,1974.225
Safflower,,1974.225
Sugarcane,,1974.225
Sunflower seed,,1972.661
Platanus hybrida pollen,,1974.225
Artemisia californica pollen,,1974.195
Helianthus annuus pollen,,1967.934
Carpinus caroliniana pollen,,1974.225
Picea pungens pollen,,1967.934
"Starch, tapioca",9005-25-8,1974.225
Larix occidentalis pollen,,1974.225
Trichophyton rubrum,,1941.299
Salix lucida ssp. lasiandra pollen,,1974.225
Cedar oil,8000-27-9,1996.921
Venison,,1974.225
Black walnut,,1941.299
Artemisia dracunculus pollen,,1967.934
Pinus banksiana pollen,,1974.225
Pinus resinosa pollen,,1974.225
Pinus nigra pollen,,1967.934
Pinus thunbergii pollen,,1974.225
Carya tomentosa pollen,,1967.934
Iva annua pollen,,1941.299
Bassia scoparia pollen,,1941.299
Cyclachaena xanthifolia pollen,,1941.299
Amaranthus retroflexus whole,,1986.833
Cephalosporium roseum,,1974.195
Cochliobolus lunatus,,1974.195
Haematonectria haematococca,,1967.934
Chrysonilia sitophila,,1974.195
Pleospora betae,,1974.195
Puccinia striiformis var. striiformis,,1974.195
Pleospora tarda,,1941.299
Acacia pollen,,1974.195
Bassia hyssopifolia pollen,,1974.195
Brassica rapa pollen,,1974.195
Callistemon citrinus pollen,,1941.299
Dicoria canescens pollen,,1974.195
Krascheninnikovia lanata pollen,,1974.195
Ambrosia ambrosioides pollen,,1974.195
Ambrosia chamissonis pollen,,1974.195
Koeleria macrantha pollen,,1967.934
Phoenix dactylifera pollen,,1967.934
Quercus dumosa pollen,,1974.195
Suaeda moquinii pollen,,1974.195
Tilia cordata pollen,,1974.195
Apis mellifera venom,,1979.792
Vespula maculifrons venom protein,,1979.792
Dolichovespula arenaria venom protein,,1979.792
Dolichovespula maculata venom protein,,1979.792
Polistes fuscatus venom protein,,1979.792
Hordeum vulgare pollen,,1967.934
Agrostis stolonifera pollen,,1967.934
Phalaris minor pollen,,1967.934
Lolium perenne subsp. multiflorum pollen,,1965.003
Sorghum bicolor subsp. bicolor pollen,,1967.934
Sorghum bicolor subsp. drummondii pollen,,1967.934
Amphiachyris dracunculoides pollen,,1967.934
Iva angustifolia pollen,,1967.934
Neurospora sitophila,,1967.934
Trichophyton tonsurans,,1941.299
Mycogone nigra,,1967.934
Absidia capillata,,1967.934
Thermomyces lanuginosus,,1967.934
Trichosporon cutaneum,,1967.934
Tanacetum cinerariifolium flower,,1965.003
Largemouth bass,,1972.661
Cocoa,84649-99-0,1972.661
Blue crab,,1972.661
Barley malt,,1972.661
Radish,,1972.661
Sage,,1972.661
Thyme,,1972.661
Peppermint,,1955.0
Ulmus rubra pollen,,1967.934
Pseudotsuga menziesii pollen,,1967.934
Carya laciniosa pollen,,1967.934
Maclura pomifera pollen,,1967.934
Hepatitis A Vaccine,,1995.0
Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,,2009.647
"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",,1997.063
Bordetella pertussis pertactin antigen (formaldehyde inactivated),,2008.522
Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,,2009.792
Human papillomavirus type 18 L1 capsid protein residues 2-472 antigen,,2009.792
Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) antigen (formaldehyde inactivated),,2012.552
Autologous cultured chondrocytes,,1905.466
"Influenza A virus A/Brisbane/10/2010 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",,2012.915
"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2013.499
"Influenza B virus B/Massachusetts/2/2012 antigen (MDCK cell derived, propiolactone inactivated)",,2013.499
"Influenza A virus A/South Australia/55/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",,2014.499
"Influenza B virus B/Utah/9/2014 antigen (MDCK cell derived, propiolactone inactivated)",,2014.499
Anthrax vaccine,,1970.844
Betula pendula pollen,,1941.299
Ulmus parvifolia pollen,,1941.299
Parkinsonia florida pollen,,1941.299
Cytisus scoparius flowering top,,1941.299
Poultry,,1941.299
"Quahog, unspecified",,1941.299
"Cod, unspecified",,1941.299
Crab leg,,1941.299
"Salmon, unspecified",,1941.299
Yeast,,1941.299
Canis lupus familiaris dander,,1941.299
Cavia porcellus dander,,1941.299
Bos taurus dander,,1978.082
Equus caballus dander,,1978.082
Aspergillus nidulans,,1941.299
Penicillium digitatum,,1941.299
Clonostachys rosea f. rosea,,1941.299
Dendryphiella vinosa,,1941.299
Solenopsis richteri,,1941.299
Polistes annularis venom protein,,1979.792
Polistes exclamans venom protein,,1979.792
Polistes metricus venom protein,,1979.792
Vespula germanica venom protein,,1979.792
Vespula pensylvanica venom protein,,1979.792
Vespula squamosa venom protein,,1979.792
Vespula vulgaris venom protein,,1979.792
Influenza A virus A/Bolivia/559/2013 (H1N1) live (attenuated) antigen,,2015.619
Influenza A virus A/Switzerland/9715293/2013 (H3N2) live (attenuated) antigen,,2015.619
Influenza B virus B/Phuket/3073/2013 live (attenuated) antigen,,2015.619
Influenza B virus B/Brisbane/60/2008 live (attenuated) antigen,,2009.542
Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (propiolactone inactivated),,1998.614
Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (propiolactone inactivated),,1998.614
Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),,1988.615
Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),,1988.615
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (propiolactone inactivated),,1988.615
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (propiolactone inactivated),,2010.578
Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated),,2007.003
Influenza A virus A/Texas/50/2012 X-223 (H3N2) antigen (propiolactone inactivated),,2011.537
Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (propiolactone inactivated),,2011.537
Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (propiolactone inactivated),,2015.499
Influenza A virus A/California/7/2009(H1N1)-like hemagglutinin antigen (propiolactone inactivated),,2009.707
Typhoid Vaccine Live,,1992.208
Azficel-T,,2011.537
Human cord blood hematopoietic progenitor cell,,2011.86
Stannous chloride,7772-99-8,1991.441
Mineral oil,8042-47-5,1952.0
Petrolatum,8009-03-8,1938.584
Carboxymethylcellulose,9000-11-7,1988.0
Polyvinyl alcohol,9002-89-5,1968.016
Povidone,9003-39-8,1968.016
Octisalate,118-60-5,1974.499
Polysorbate 80,9005-65-6,1987.137
Homosalate,118-56-9,1936.0
Pancrelipase amylase,9000-90-2,1974.0
Pancrelipase protease,9001-94-9,1974.0
Heme iron polypeptide,,2009.249
Selenic acid,7783-08-6,1993.0
Schizochytrium DHA oil,,2013.449
Phenyl salicylate,118-55-8,1955.0
Hydrogen fluoride,7664-39-3,1981.0
Cetylpyridinium,7773-52-6,1962.0
Dimethicone,63148-62-9,1955.0
Hypromellose,9004-65-3,1970.0
Polyethylene glycol 400,25322-68-3,1996.0
Trolamine salicylate,2174-16-5,1981.0
Silver nitrate,7761-88-8,1925.249
Aluminum chloride,7446-70-0,1940.0
Coal tar,8007-45-2,1952.0
Resorcinol,108-46-3,1931.0
Cocoa butter,8002-31-1,1964.167
Pyrethrum extract,8003-34-7,1981.707
Shark liver oil,68990-63-6,1995.97
Docusate,10041-19-7,1900.019
Potassium nitrate,7757-79-1,1937.003
Hydrogen peroxide,7722-84-1,1952.0
Stannous fluoride,7783-47-3,1967.499
Calcium citrate,813-94-5,1988.0
Vitamin D,1406-16-2,1952.0
Desirudin,120993-53-5,2010.441
Meradimate,134-09-8,1980.836
Plantago seed,8063-16-9,1949.142
Potassium bicarbonate,298-14-6,1969.0
Crypthecodinium cohnii DHA oil,,2012.585
Allantoin,97-59-6,1959.0
N-acetyltyrosine,537-55-3,1984.552
Sulfur hexafluoride,2551-62-4,2015.041
Benzalkonium,,1952.0
Potassium bitartrate,868-14-4,2000.268
Aluminum sesquichlorohydrate,,1995.0
Chlorine,7782-50-5,1955.003
Magnesium citrate,3344-18-1,1952.0
Witch hazel,,1954.0
Lanolin,8006-54-0,1950.584
Castor oil,8001-79-4,1967.164
Eucalyptus oil,8000-48-4,1958.0
Ensulizole,27503-81-7,1993.0
Undecylenic acid,112-38-9,1958.584
Ammonia,7664-41-7,1931.0
Sodium iodide,7681-82-5,1978.0
Turpentine,9005-90-7,1931.0
Chloroxylenol,88-04-0,1939.0
Hypochlorite,14380-61-1,1983.937
Racepinephrine,329-65-7,1952.0
Benzethonium,10172-60-8,1968.0
Calcium gluconate,299-28-5,1952.0
Selenious acid,7783-00-8,1985.0
Ammonium molybdate,12054-85-2,1990.748
Carbamide peroxide,124-43-6,1989.0
Opium,8008-60-4,1952.0
Capsicum oleoresin,8023-77-6,1971.0
Silicon dioxide,7631-86-9,1986.332
Omega-3 fatty acids,329042-31-1,2009.293
Cupric oxide,1317-38-0,1986.0
Selenium,7782-49-2,1980.0
Chromium,7440-47-3,1976.0
Molybdenum,7439-98-7,1985.0
Chromium Cr-51,14392-02-0,2000.251
Manganese gluconate,6485-39-8,1971.0
Selenomethionine,3211-76-5,2000.251
Cresol,1319-77-3,1963.137
Hydrogenated palm kernel oil,68990-82-9,2002.479
Oxyquinoline,148-24-3,1970.0
Aluminum zirconium pentachlorohydrate,173762-83-9,2011.148
Butamben,94-25-7,1958.003
Aluminum zirconium tetrachlorohydrex gly,90604-80-1,1980.0
Barium sulfate,7727-43-7,1974.416
Sodium hydroxide,1310-73-2,1996.0
Trichloroacetate,76-03-9,2010.529
Potassium hydroxide,1310-58-3,1954.455
Zinc citrate,546-46-3,1980.0
Triclocarban,101-20-2,1963.332
Pyrantel,15686-83-6,1974.0
Anthralin,1143-38-0,1983.0
Pectin,9000-69-5,1955.0
Sodium sulfide,1313-82-2,2003.348
Phenyltoloxamine,92-12-6,1958.0
Polyethylene glycol 300,25322-68-3,2010.701
Bicisate,121251-02-3,1994.896
Rosin,8050-09-7,1954.455
Antithrombin Alfa,84720-88-7,2009.101
Calcium threonate,70753-61-6,2008.585
Ferrous asparto glycinate,,2006.46
Ferric sulfate,10028-22-5,1987.0
Sesame oil,8008-74-0,2005.315
2-(l-menthoxy)ethanol,75443-64-0,2011.819
Zinc picolinate,17949-65-4,2013.416
Zeaxanthin,144-68-3,2013.416
Polysorbate 20,9005-64-5,2005.86
Exametazime,105613-48-7,2012.5
Tetrofosmin,127502-06-1,1996.109
Homatropine,87-00-3,1952.0
Rose bengal,,1990.0
Light green SF yellowish,5141-20-8,2012.251
Oftasceine,1461-15-0,2012.251
Sulisobenzone,4065-45-6,1997.334
Pentoxyverine,77-23-6,1960.418
1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,,2014.003
1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,,2014.003
Magnesium glycinate,14783-68-7,2014.003
Pantethine,16816-67-4,2014.003
Cobamamide,13870-90-1,1992.0
L-threonic acid,7306-96-9,2011.614
Papain,9001-73-4,1979.0
Xylitol,87-99-0,1997.0
Ferrous cysteine glycinate,,2011.614
Peppermint oil,8006-90-4,1952.0
Sage oil,8022-56-8,2011.332
Aluminum zirconium octachlorohydrex gly,174514-58-0,1937.274
Menthyl salicylate,89-46-3,1990.0
N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),,1984.0
Boron,7440-42-8,2009.216
Panthenol,16485-10-2,1985.0
Alcloxa,1317-25-5,1966.0
Bemotrizinol,187393-00-6,2007.282
Amiloxate,71617-10-2,2010.592
Aluminum chlorohydrex propylene glycol,53026-85-0,1979.751
Iron protein succinylate,250705-13-6,2010.003
Ferrous bisglycinate,20150-34-9,2009.416
Arbutin,497-76-7,2009.836
Tea tree oil,68647-73-4,1995.0
Enzacamene,36861-47-9,1995.0
Octacosanol,557-61-9,2010.181
Dioxybenzone,131-53-3,1997.134
Benzoin resin,9000-05-9,1954.455
Tolu balsam,9000-64-0,1976.817
Liquidambar styraciflua resin,8046-19-3,1971.0
Peg-100 stearate,9004-99-3,2015.14
Ethylhexyl methoxycrylene,947753-66-4,2007.858
Thermus thermophilus lysate,,2010.249
Methylcellulose,9004-67-5,1979.0
Padimate A,,2010.26
Lycopene,502-65-8,2005.622
Saccharide isomerate,100843-69-4,2010.499
Silver citrate,126-45-4,2010.11
Poliglusam,9012-76-4,2012.448
Thonzylamine,91-85-0,2012.757
Polyethylene glycol 3500,25322-68-3,2009.781
Trypsin,9002-07-7,1967.164
Borage oil,,1995.0
Aluminum sulfate,10043-01-3,1981.0
Gelatin,9000-70-8,1996.0
Ethyl macadamiate,,2012.546
Cyclomethicone 5,541-02-6,2012.546
Copper gluconate,527-09-3,1977.0
Zinc gluconate,4468-02-4,1971.0
Glyceryl monostearate,31566-31-1,2011.479
Tocopherol,1406-66-2,2007.836
Poloxamer 407,691397-13-4,2010.46
